,Pearson Correlation,P-values,Category,Absolute Pearson Correlation
Zc3h8,-0.017820847,0.533023542,Limb-Muscle_skeletal muscle satellite cell,0.017820847
Dgkh,0.017815652,0.533142976,Limb-Muscle_skeletal muscle satellite cell,0.017815652
D1Bwg0212e,-0.017815263,0.533151905,Limb-Muscle_skeletal muscle satellite cell,0.017815263
Atxn7l3,-0.017810376,0.533264267,Limb-Muscle_skeletal muscle satellite cell,0.017810376
Magoh,0.01780973,0.533279106,Limb-Muscle_skeletal muscle satellite cell,0.01780973
Pik3r5,0.017808808,0.533300303,Limb-Muscle_skeletal muscle satellite cell,0.017808808
Ebp,-0.017807861,0.533322082,Limb-Muscle_skeletal muscle satellite cell,0.017807861
Ppp6c,-0.017804806,0.533392319,Limb-Muscle_skeletal muscle satellite cell,0.017804806
Erbb2,0.017792221,0.533681751,Limb-Muscle_skeletal muscle satellite cell,0.017792221
Eps8,-0.017790139,0.533729639,Limb-Muscle_skeletal muscle satellite cell,0.017790139
Gnpda2,0.017790127,0.53372991,Limb-Muscle_skeletal muscle satellite cell,0.017790127
Nmt2,0.017785533,0.533835583,Limb-Muscle_skeletal muscle satellite cell,0.017785533
C1qtnf7,-0.017784922,0.533849624,Limb-Muscle_skeletal muscle satellite cell,0.017784922
Ccdc132,0.017781437,0.533929793,Limb-Muscle_skeletal muscle satellite cell,0.017781437
Fcho1,-0.017780656,0.533947764,Limb-Muscle_skeletal muscle satellite cell,0.017780656
Gpr30,-0.017778595,0.533995179,Limb-Muscle_skeletal muscle satellite cell,0.017778595
Cetn4,0.017774356,0.534092714,Limb-Muscle_skeletal muscle satellite cell,0.017774356
Znrd1,-0.017766287,0.534278388,Limb-Muscle_skeletal muscle satellite cell,0.017766287
Nebl,-0.017764105,0.534328601,Limb-Muscle_skeletal muscle satellite cell,0.017764105
Kcnc3,-0.017764105,0.534328601,Limb-Muscle_skeletal muscle satellite cell,0.017764105
Lsr,0.017756049,0.534514022,Limb-Muscle_skeletal muscle satellite cell,0.017756049
Cdc14a,-0.017742963,0.534815272,Limb-Muscle_skeletal muscle satellite cell,0.017742963
Zfp710,-0.017738108,0.534927077,Limb-Muscle_skeletal muscle satellite cell,0.017738108
B3gnt7,-0.017730732,0.535096928,Limb-Muscle_skeletal muscle satellite cell,0.017730732
Upf3b,-0.017727932,0.535161417,Limb-Muscle_skeletal muscle satellite cell,0.017727932
Txk,-0.017718885,0.535369808,Limb-Muscle_skeletal muscle satellite cell,0.017718885
4632428N05Rik,-0.017708025,0.535620019,Limb-Muscle_skeletal muscle satellite cell,0.017708025
Gss,-0.017696051,0.535895966,Limb-Muscle_skeletal muscle satellite cell,0.017696051
Arsa,-0.017693433,0.535956295,Limb-Muscle_skeletal muscle satellite cell,0.017693433
Acacb,-0.017670618,0.536482313,Limb-Muscle_skeletal muscle satellite cell,0.017670618
Fancg,-0.017669758,0.536502134,Limb-Muscle_skeletal muscle satellite cell,0.017669758
Efhd1,-0.017666128,0.536585847,Limb-Muscle_skeletal muscle satellite cell,0.017666128
Il4ra,0.017659325,0.536742753,Limb-Muscle_skeletal muscle satellite cell,0.017659325
Wipf2,-0.017651532,0.53692252,Limb-Muscle_skeletal muscle satellite cell,0.017651532
Pdpk1,-0.017648471,0.536993159,Limb-Muscle_skeletal muscle satellite cell,0.017648471
Sytl3,-0.017647469,0.537016277,Limb-Muscle_skeletal muscle satellite cell,0.017647469
Rnpc3,0.017636791,0.537262671,Limb-Muscle_skeletal muscle satellite cell,0.017636791
Serpini1,0.017631477,0.537385305,Limb-Muscle_skeletal muscle satellite cell,0.017631477
Dpf1,-0.017630546,0.537406791,Limb-Muscle_skeletal muscle satellite cell,0.017630546
Otub2,0.017626311,0.537504548,Limb-Muscle_skeletal muscle satellite cell,0.017626311
St6galnac6,-0.017608237,0.537921815,Limb-Muscle_skeletal muscle satellite cell,0.017608237
Degs1,-0.017605776,0.537978651,Limb-Muscle_skeletal muscle satellite cell,0.017605776
Kdm3a,-0.017595551,0.538214801,Limb-Muscle_skeletal muscle satellite cell,0.017595551
Lynx1,0.017590215,0.538338058,Limb-Muscle_skeletal muscle satellite cell,0.017590215
Htr1d,-0.017585273,0.53845222,Limb-Muscle_skeletal muscle satellite cell,0.017585273
Prkch,0.017580522,0.538561986,Limb-Muscle_skeletal muscle satellite cell,0.017580522
Wdr33,-0.017573318,0.538728465,Limb-Muscle_skeletal muscle satellite cell,0.017573318
Prkcz,-0.017567617,0.538860215,Limb-Muscle_skeletal muscle satellite cell,0.017567617
Faf1,-0.017558234,0.539077105,Limb-Muscle_skeletal muscle satellite cell,0.017558234
Vegfa,-0.017542258,0.539446463,Limb-Muscle_skeletal muscle satellite cell,0.017542258
Pkp2,-0.017539128,0.539518858,Limb-Muscle_skeletal muscle satellite cell,0.017539128
Pglyrp1,0.017537476,0.539557062,Limb-Muscle_skeletal muscle satellite cell,0.017537476
Acer2,-0.017534749,0.539620116,Limb-Muscle_skeletal muscle satellite cell,0.017534749
Zfp810,-0.017532711,0.539667258,Limb-Muscle_skeletal muscle satellite cell,0.017532711
Vprbp,-0.017529783,0.539734992,Limb-Muscle_skeletal muscle satellite cell,0.017529783
Ampd3,-0.017512518,0.540134406,Limb-Muscle_skeletal muscle satellite cell,0.017512518
Tmem136,0.017487397,0.540715838,Limb-Muscle_skeletal muscle satellite cell,0.017487397
Ckm,0.017486179,0.540744054,Limb-Muscle_skeletal muscle satellite cell,0.017486179
Kcnq1,-0.017472515,0.541060448,Limb-Muscle_skeletal muscle satellite cell,0.017472515
3632451O06Rik,0.017471021,0.541095038,Limb-Muscle_skeletal muscle satellite cell,0.017471021
F2rl1,-0.017467049,0.54118704,Limb-Muscle_skeletal muscle satellite cell,0.017467049
Prss12,0.017460152,0.541346794,Limb-Muscle_skeletal muscle satellite cell,0.017460152
D19Ertd386e,-0.017458493,0.54138523,Limb-Muscle_skeletal muscle satellite cell,0.017458493
Wwox,0.01745661,0.541428859,Limb-Muscle_skeletal muscle satellite cell,0.01745661
9130023H24Rik,-0.017448689,0.541612375,Limb-Muscle_skeletal muscle satellite cell,0.017448689
Nkapl,-0.017440279,0.541807253,Limb-Muscle_skeletal muscle satellite cell,0.017440279
4932416H05Rik,-0.017440279,0.541807253,Limb-Muscle_skeletal muscle satellite cell,0.017440279
Acot11,-0.017440279,0.541807253,Limb-Muscle_skeletal muscle satellite cell,0.017440279
Sult1a1,0.017399974,0.542741712,Limb-Muscle_skeletal muscle satellite cell,0.017399974
A830082N09Rik,-0.017395329,0.542849467,Limb-Muscle_skeletal muscle satellite cell,0.017395329
Dhdh,-0.017395329,0.542849467,Limb-Muscle_skeletal muscle satellite cell,0.017395329
Rbm12b,0.017384274,0.543105949,Limb-Muscle_skeletal muscle satellite cell,0.017384274
Fam65a,-0.017383207,0.543130696,Limb-Muscle_skeletal muscle satellite cell,0.017383207
Abi3,-0.017373612,0.543353364,Limb-Muscle_skeletal muscle satellite cell,0.017373612
Tie1,0.017370843,0.543417628,Limb-Muscle_skeletal muscle satellite cell,0.017370843
Prpf39,0.017370342,0.543429245,Limb-Muscle_skeletal muscle satellite cell,0.017370342
2510002D24Rik,-0.01736978,0.543442283,Limb-Muscle_skeletal muscle satellite cell,0.01736978
Tslp,0.017362228,0.543617591,Limb-Muscle_skeletal muscle satellite cell,0.017362228
Gadd45g,0.017355801,0.543766786,Limb-Muscle_skeletal muscle satellite cell,0.017355801
Notch4,-0.017353519,0.543819769,Limb-Muscle_skeletal muscle satellite cell,0.017353519
2210408I21Rik,-0.017337218,0.5441983,Limb-Muscle_skeletal muscle satellite cell,0.017337218
Btaf1,0.017305237,0.544941335,Limb-Muscle_skeletal muscle satellite cell,0.017305237
Nkg7,-0.017300879,0.545042635,Limb-Muscle_skeletal muscle satellite cell,0.017300879
Rgs1,0.017294387,0.545193538,Limb-Muscle_skeletal muscle satellite cell,0.017294387
Snord22,0.017292887,0.545228426,Limb-Muscle_skeletal muscle satellite cell,0.017292887
St3gal3,-0.017288862,0.545321998,Limb-Muscle_skeletal muscle satellite cell,0.017288862
Hsd3b7,-0.017288422,0.545332224,Limb-Muscle_skeletal muscle satellite cell,0.017288422
Kcp,-0.017285965,0.545389347,Limb-Muscle_skeletal muscle satellite cell,0.017285965
Slc29a2,0.017285007,0.545411626,Limb-Muscle_skeletal muscle satellite cell,0.017285007
Prdm1,-0.017279925,0.545529781,Limb-Muscle_skeletal muscle satellite cell,0.017279925
Abcb9,-0.017265389,0.545867864,Limb-Muscle_skeletal muscle satellite cell,0.017265389
Parva,-0.017261971,0.545947364,Limb-Muscle_skeletal muscle satellite cell,0.017261971
St5,-0.017244108,0.546363,Limb-Muscle_skeletal muscle satellite cell,0.017244108
Pax3,-0.017243032,0.546388022,Limb-Muscle_skeletal muscle satellite cell,0.017243032
Mgat4a,-0.017241119,0.546432556,Limb-Muscle_skeletal muscle satellite cell,0.017241119
Rhoq,0.017227018,0.546760767,Limb-Muscle_skeletal muscle satellite cell,0.017227018
Mamdc2,0.017224672,0.546815393,Limb-Muscle_skeletal muscle satellite cell,0.017224672
Gm13845,-0.017221494,0.54688937,Limb-Muscle_skeletal muscle satellite cell,0.017221494
Gm5176,-0.017221494,0.54688937,Limb-Muscle_skeletal muscle satellite cell,0.017221494
4930550C14Rik,-0.017221494,0.54688937,Limb-Muscle_skeletal muscle satellite cell,0.017221494
Fam129b,-0.017217581,0.546980483,Limb-Muscle_skeletal muscle satellite cell,0.017217581
Rap1a,-0.017214696,0.547047655,Limb-Muscle_skeletal muscle satellite cell,0.017214696
Arl4d,0.017199985,0.547390281,Limb-Muscle_skeletal muscle satellite cell,0.017199985
Xpo6,-0.017186159,0.54771238,Limb-Muscle_skeletal muscle satellite cell,0.017186159
Zeb2,-0.017184787,0.547744357,Limb-Muscle_skeletal muscle satellite cell,0.017184787
Tbc1d9,0.017181693,0.547816441,Limb-Muscle_skeletal muscle satellite cell,0.017181693
Ercc5,0.017174632,0.547980998,Limb-Muscle_skeletal muscle satellite cell,0.017174632
Rnf144a,-0.017164619,0.548214372,Limb-Muscle_skeletal muscle satellite cell,0.017164619
Zfp607,-0.017164348,0.548220692,Limb-Muscle_skeletal muscle satellite cell,0.017164348
Skap2,0.017160633,0.548307293,Limb-Muscle_skeletal muscle satellite cell,0.017160633
Irf2,-0.017152681,0.54849268,Limb-Muscle_skeletal muscle satellite cell,0.017152681
Gm20257,-0.017145051,0.548670607,Limb-Muscle_skeletal muscle satellite cell,0.017145051
Tpcn2,-0.017144186,0.548690782,Limb-Muscle_skeletal muscle satellite cell,0.017144186
Pgf,-0.017130502,0.549009939,Limb-Muscle_skeletal muscle satellite cell,0.017130502
Fndc3a,-0.017118213,0.549296648,Limb-Muscle_skeletal muscle satellite cell,0.017118213
Drp2,-0.017116881,0.549327731,Limb-Muscle_skeletal muscle satellite cell,0.017116881
2310014L17Rik,-0.017101016,0.549697974,Limb-Muscle_skeletal muscle satellite cell,0.017101016
Dusp16,-0.017083978,0.550095744,Limb-Muscle_skeletal muscle satellite cell,0.017083978
Slc12a6,0.017074088,0.550326682,Limb-Muscle_skeletal muscle satellite cell,0.017074088
Lepr,0.017070825,0.550402912,Limb-Muscle_skeletal muscle satellite cell,0.017070825
Rufy1,-0.017061501,0.550620698,Limb-Muscle_skeletal muscle satellite cell,0.017061501
Rcan1,0.01705164,0.550851072,Limb-Muscle_skeletal muscle satellite cell,0.01705164
Zfp39,-0.017037749,0.55117571,Limb-Muscle_skeletal muscle satellite cell,0.017037749
6720456H20Rik,-0.017036169,0.551212629,Limb-Muscle_skeletal muscle satellite cell,0.017036169
Ctla2b,-0.01703332,0.551279209,Limb-Muscle_skeletal muscle satellite cell,0.01703332
Tmem104,-0.017030625,0.551342227,Limb-Muscle_skeletal muscle satellite cell,0.017030625
Zbtb22,0.017026017,0.551449947,Limb-Muscle_skeletal muscle satellite cell,0.017026017
Kptn,0.01702447,0.55148611,Limb-Muscle_skeletal muscle satellite cell,0.01702447
Kif22,-0.017019156,0.55161035,Limb-Muscle_skeletal muscle satellite cell,0.017019156
Nupr1,-0.017010886,0.551803736,Limb-Muscle_skeletal muscle satellite cell,0.017010886
Lgals8,0.016989352,0.552307428,Limb-Muscle_skeletal muscle satellite cell,0.016989352
Cdc42ep4,-0.016975931,0.552621469,Limb-Muscle_skeletal muscle satellite cell,0.016975931
Ccdc55,-0.016970602,0.552746173,Limb-Muscle_skeletal muscle satellite cell,0.016970602
Pdzd4,-0.016968658,0.552791684,Limb-Muscle_skeletal muscle satellite cell,0.016968658
Rfk,-0.016948568,0.553262009,Limb-Muscle_skeletal muscle satellite cell,0.016948568
Kirrel,-0.01694679,0.553303641,Limb-Muscle_skeletal muscle satellite cell,0.01694679
Agps,-0.01694204,0.553414864,Limb-Muscle_skeletal muscle satellite cell,0.01694204
Mylk,-0.016931983,0.553650411,Limb-Muscle_skeletal muscle satellite cell,0.016931983
2410006H16Rik,0.016929528,0.553707921,Limb-Muscle_skeletal muscle satellite cell,0.016929528
Bmp2k,0.016918449,0.553967491,Limb-Muscle_skeletal muscle satellite cell,0.016918449
Ccdc34,-0.016909631,0.554174118,Limb-Muscle_skeletal muscle satellite cell,0.016909631
Mob1b,0.01690162,0.554361861,Limb-Muscle_skeletal muscle satellite cell,0.01690162
Tmem194b,-0.016872609,0.555042038,Limb-Muscle_skeletal muscle satellite cell,0.016872609
Cbx4,0.016871704,0.555063267,Limb-Muscle_skeletal muscle satellite cell,0.016871704
Srebf2,-0.016862857,0.555270764,Limb-Muscle_skeletal muscle satellite cell,0.016862857
Aldh3a2,-0.016861301,0.555307268,Limb-Muscle_skeletal muscle satellite cell,0.016861301
Cfp,-0.016858903,0.555363521,Limb-Muscle_skeletal muscle satellite cell,0.016858903
Lamp2,-0.016857787,0.555389692,Limb-Muscle_skeletal muscle satellite cell,0.016857787
Ltb4r1,-0.016856996,0.555408262,Limb-Muscle_skeletal muscle satellite cell,0.016856996
Selenbp1,0.016850521,0.555560172,Limb-Muscle_skeletal muscle satellite cell,0.016850521
Gucy1a3,0.016818371,0.55631476,Limb-Muscle_skeletal muscle satellite cell,0.016818371
Pnpo,0.016806136,0.556602071,Limb-Muscle_skeletal muscle satellite cell,0.016806136
Ptgs1,-0.01680358,0.556662085,Limb-Muscle_skeletal muscle satellite cell,0.01680358
Pm20d2,-0.016778755,0.557245276,Limb-Muscle_skeletal muscle satellite cell,0.016778755
Fkbp5,-0.016778682,0.557246995,Limb-Muscle_skeletal muscle satellite cell,0.016778682
Kif3c,0.016774423,0.55734706,Limb-Muscle_skeletal muscle satellite cell,0.016774423
Slc26a2,-0.016772549,0.557391108,Limb-Muscle_skeletal muscle satellite cell,0.016772549
Ppp6r1,-0.016751052,0.557896424,Limb-Muscle_skeletal muscle satellite cell,0.016751052
Thoc6,-0.016739943,0.558157637,Limb-Muscle_skeletal muscle satellite cell,0.016739943
Fgf9,0.016727923,0.558440346,Limb-Muscle_skeletal muscle satellite cell,0.016727923
Slc9a3r1,0.016724359,0.558524177,Limb-Muscle_skeletal muscle satellite cell,0.016724359
Acad10,-0.016721797,0.55858445,Limb-Muscle_skeletal muscle satellite cell,0.016721797
Btnl9,-0.016682491,0.559509506,Limb-Muscle_skeletal muscle satellite cell,0.016682491
1700109H08Rik,-0.016677788,0.559620236,Limb-Muscle_skeletal muscle satellite cell,0.016677788
Gm9920,-0.016677788,0.559620236,Limb-Muscle_skeletal muscle satellite cell,0.016677788
Oraov1,-0.016663072,0.559966781,Limb-Muscle_skeletal muscle satellite cell,0.016663072
Armcx1,-0.016662623,0.559977362,Limb-Muscle_skeletal muscle satellite cell,0.016662623
Emilin2,0.016656281,0.560126758,Limb-Muscle_skeletal muscle satellite cell,0.016656281
Ift80,-0.016652043,0.560226597,Limb-Muscle_skeletal muscle satellite cell,0.016652043
Naalad2,0.0166399,0.5605127,Limb-Muscle_skeletal muscle satellite cell,0.0166399
Dtx3,-0.016637608,0.560566714,Limb-Muscle_skeletal muscle satellite cell,0.016637608
Myef2,-0.016637443,0.560570592,Limb-Muscle_skeletal muscle satellite cell,0.016637443
Aga,-0.016622144,0.560931184,Limb-Muscle_skeletal muscle satellite cell,0.016622144
Sugp1,-0.016617722,0.56103543,Limb-Muscle_skeletal muscle satellite cell,0.016617722
Cmpk2,-0.016614756,0.561105365,Limb-Muscle_skeletal muscle satellite cell,0.016614756
Tcf7,-0.016610765,0.561199453,Limb-Muscle_skeletal muscle satellite cell,0.016610765
Wwp2,-0.016604131,0.561355885,Limb-Muscle_skeletal muscle satellite cell,0.016604131
St8sia4,-0.016595584,0.561557451,Limb-Muscle_skeletal muscle satellite cell,0.016595584
Epb4.1l4a,0.016576011,0.562019192,Limb-Muscle_skeletal muscle satellite cell,0.016576011
Snhg10,-0.016566995,0.56223194,Limb-Muscle_skeletal muscle satellite cell,0.016566995
Slc35e1,-0.016557179,0.562463628,Limb-Muscle_skeletal muscle satellite cell,0.016557179
Cdk12,-0.016552224,0.56258059,Limb-Muscle_skeletal muscle satellite cell,0.016552224
Snupn,0.016550558,0.562619907,Limb-Muscle_skeletal muscle satellite cell,0.016550558
Gtf2h4,-0.016548319,0.562672761,Limb-Muscle_skeletal muscle satellite cell,0.016548319
Cpne8,-0.016545106,0.562748627,Limb-Muscle_skeletal muscle satellite cell,0.016545106
Dst,-0.016513269,0.563500533,Limb-Muscle_skeletal muscle satellite cell,0.016513269
Zfp185,0.016491281,0.564020114,Limb-Muscle_skeletal muscle satellite cell,0.016491281
Nhsl2,-0.016476679,0.564365295,Limb-Muscle_skeletal muscle satellite cell,0.016476679
Apbb2,0.016472113,0.564473245,Limb-Muscle_skeletal muscle satellite cell,0.016472113
Fam98c,-0.01646667,0.56460195,Limb-Muscle_skeletal muscle satellite cell,0.01646667
Taf8,-0.016432372,0.565413285,Limb-Muscle_skeletal muscle satellite cell,0.016432372
Srsf2,-0.01642314,0.565631788,Limb-Muscle_skeletal muscle satellite cell,0.01642314
Pgm5,-0.016409171,0.565962438,Limb-Muscle_skeletal muscle satellite cell,0.016409171
Herc1,-0.01640901,0.565966261,Limb-Muscle_skeletal muscle satellite cell,0.01640901
Haus5,0.016405795,0.566042363,Limb-Muscle_skeletal muscle satellite cell,0.016405795
Nfatc2,-0.016402191,0.566127705,Limb-Muscle_skeletal muscle satellite cell,0.016402191
Fam123a,0.016393455,0.56633456,Limb-Muscle_skeletal muscle satellite cell,0.016393455
Sertad4,-0.016391992,0.566369224,Limb-Muscle_skeletal muscle satellite cell,0.016391992
Emr1,-0.016382046,0.566604797,Limb-Muscle_skeletal muscle satellite cell,0.016382046
Gpr65,-0.016381435,0.566619257,Limb-Muscle_skeletal muscle satellite cell,0.016381435
Hoxa3,-0.016375627,0.566756859,Limb-Muscle_skeletal muscle satellite cell,0.016375627
Basp1,-0.016371972,0.566843452,Limb-Muscle_skeletal muscle satellite cell,0.016371972
Ift122,0.016363722,0.567038908,Limb-Muscle_skeletal muscle satellite cell,0.016363722
Ifi30,-0.016354098,0.567266984,Limb-Muscle_skeletal muscle satellite cell,0.016354098
Rps6ka4,-0.01635295,0.567294202,Limb-Muscle_skeletal muscle satellite cell,0.01635295
Pcdh17,-0.016336232,0.567690513,Limb-Muscle_skeletal muscle satellite cell,0.016336232
Cd300ld,-0.016324925,0.567958615,Limb-Muscle_skeletal muscle satellite cell,0.016324925
Pcdh7,-0.016318094,0.568120617,Limb-Muscle_skeletal muscle satellite cell,0.016318094
Lrrc40,-0.016314374,0.568208864,Limb-Muscle_skeletal muscle satellite cell,0.016314374
S100a13,0.016313211,0.568236451,Limb-Muscle_skeletal muscle satellite cell,0.016313211
Sh2d2a,0.016308633,0.568345032,Limb-Muscle_skeletal muscle satellite cell,0.016308633
Skiv2l2,-0.016307201,0.568379017,Limb-Muscle_skeletal muscle satellite cell,0.016307201
2010001M09Rik,-0.016303815,0.568459345,Limb-Muscle_skeletal muscle satellite cell,0.016303815
2310008H04Rik,0.016293878,0.568695121,Limb-Muscle_skeletal muscle satellite cell,0.016293878
C430048L16Rik,-0.016290995,0.568763534,Limb-Muscle_skeletal muscle satellite cell,0.016290995
Rras2,-0.016277449,0.569085022,Limb-Muscle_skeletal muscle satellite cell,0.016277449
Slc38a6,-0.016250026,0.569736142,Limb-Muscle_skeletal muscle satellite cell,0.016250026
Insc,0.01624259,0.569912746,Limb-Muscle_skeletal muscle satellite cell,0.01624259
Zdhhc24,-0.016224042,0.57035342,Limb-Muscle_skeletal muscle satellite cell,0.016224042
Dus4l,-0.016214288,0.57058521,Limb-Muscle_skeletal muscle satellite cell,0.016214288
Plxdc2,-0.016205484,0.57079447,Limb-Muscle_skeletal muscle satellite cell,0.016205484
Ankrd23,0.016192245,0.571109225,Limb-Muscle_skeletal muscle satellite cell,0.016192245
AA986860,0.016192245,0.571109225,Limb-Muscle_skeletal muscle satellite cell,0.016192245
Mip,0.016192245,0.571109225,Limb-Muscle_skeletal muscle satellite cell,0.016192245
Tro,0.016192245,0.571109225,Limb-Muscle_skeletal muscle satellite cell,0.016192245
Gm2382,-0.016191058,0.571137442,Limb-Muscle_skeletal muscle satellite cell,0.016191058
Syt7,0.016177926,0.57144974,Limb-Muscle_skeletal muscle satellite cell,0.016177926
Tmem106a,-0.016177176,0.571467568,Limb-Muscle_skeletal muscle satellite cell,0.016177176
Csde1,0.016162542,0.571815688,Limb-Muscle_skeletal muscle satellite cell,0.016162542
Ppapdc2,0.016147797,0.572166527,Limb-Muscle_skeletal muscle satellite cell,0.016147797
Parp6,-0.016145369,0.572224314,Limb-Muscle_skeletal muscle satellite cell,0.016145369
Ero1l,0.016139456,0.572365037,Limb-Muscle_skeletal muscle satellite cell,0.016139456
Lamc2,-0.016138518,0.572387369,Limb-Muscle_skeletal muscle satellite cell,0.016138518
Pi4ka,0.016129955,0.572591207,Limb-Muscle_skeletal muscle satellite cell,0.016129955
Zfp612,0.016128715,0.572620726,Limb-Muscle_skeletal muscle satellite cell,0.016128715
Tnfrsf1b,-0.016127654,0.572645981,Limb-Muscle_skeletal muscle satellite cell,0.016127654
Lipt1,-0.016125018,0.57270876,Limb-Muscle_skeletal muscle satellite cell,0.016125018
3110007F17Rik,0.016115125,0.572944306,Limb-Muscle_skeletal muscle satellite cell,0.016115125
Fnbp1,0.016109391,0.573080858,Limb-Muscle_skeletal muscle satellite cell,0.016109391
Cct4,0.016080123,0.573778118,Limb-Muscle_skeletal muscle satellite cell,0.016080123
Zfp946,-0.016079278,0.573798245,Limb-Muscle_skeletal muscle satellite cell,0.016079278
Cd24a,-0.016064985,0.57413891,Limb-Muscle_skeletal muscle satellite cell,0.016064985
Galnt11,-0.016060703,0.574240983,Limb-Muscle_skeletal muscle satellite cell,0.016060703
Itgbl1,0.016051859,0.574451839,Limb-Muscle_skeletal muscle satellite cell,0.016051859
Higd1b,-0.016045899,0.574593947,Limb-Muscle_skeletal muscle satellite cell,0.016045899
Vezf1,0.0160451,0.57461299,Limb-Muscle_skeletal muscle satellite cell,0.0160451
Rbm45,-0.016042178,0.574682682,Limb-Muscle_skeletal muscle satellite cell,0.016042178
Zfpm1,0.01603956,0.574745107,Limb-Muscle_skeletal muscle satellite cell,0.01603956
Nrbp2,-0.016038666,0.574766439,Limb-Muscle_skeletal muscle satellite cell,0.016038666
Fcgr3,-0.016038557,0.574769037,Limb-Muscle_skeletal muscle satellite cell,0.016038557
Foxc1,0.016028697,0.575004217,Limb-Muscle_skeletal muscle satellite cell,0.016028697
BC013529,-0.016028407,0.575011124,Limb-Muscle_skeletal muscle satellite cell,0.016028407
Zfp619,-0.016026772,0.575050135,Limb-Muscle_skeletal muscle satellite cell,0.016026772
Slc35a5,-0.016024468,0.575105092,Limb-Muscle_skeletal muscle satellite cell,0.016024468
Ttpal,-0.016019576,0.575221787,Limb-Muscle_skeletal muscle satellite cell,0.016019576
Cd82,0.016008978,0.575474663,Limb-Muscle_skeletal muscle satellite cell,0.016008978
Serhl,-0.015977768,0.576219657,Limb-Muscle_skeletal muscle satellite cell,0.015977768
Lrrcc1,-0.015975702,0.576269,Limb-Muscle_skeletal muscle satellite cell,0.015975702
Hnrpll,-0.015972386,0.576348175,Limb-Muscle_skeletal muscle satellite cell,0.015972386
5730508B09Rik,-0.015967568,0.576463251,Limb-Muscle_skeletal muscle satellite cell,0.015967568
Phc1,0.015952908,0.576813407,Limb-Muscle_skeletal muscle satellite cell,0.015952908
Rassf2,-0.015941031,0.577097169,Limb-Muscle_skeletal muscle satellite cell,0.015941031
Zmat1,0.015921272,0.577569402,Limb-Muscle_skeletal muscle satellite cell,0.015921272
Ptprm,0.015909185,0.577858374,Limb-Muscle_skeletal muscle satellite cell,0.015909185
Xrcc4,-0.01590105,0.578052889,Limb-Muscle_skeletal muscle satellite cell,0.01590105
Nek6,0.015895166,0.578193606,Limb-Muscle_skeletal muscle satellite cell,0.015895166
Neurl2,-0.015889035,0.578340241,Limb-Muscle_skeletal muscle satellite cell,0.015889035
E030010A14Rik,-0.015886176,0.578408616,Limb-Muscle_skeletal muscle satellite cell,0.015886176
5830415F09Rik,-0.01587978,0.578561616,Limb-Muscle_skeletal muscle satellite cell,0.01587978
Vps11,-0.015870531,0.578782916,Limb-Muscle_skeletal muscle satellite cell,0.015870531
Rpap1,-0.015869385,0.578810324,Limb-Muscle_skeletal muscle satellite cell,0.015869385
Lemd3,-0.015863697,0.578946437,Limb-Muscle_skeletal muscle satellite cell,0.015863697
Ankrd13b,-0.015861975,0.578987652,Limb-Muscle_skeletal muscle satellite cell,0.015861975
Trak2,-0.015855175,0.579150405,Limb-Muscle_skeletal muscle satellite cell,0.015855175
Ddx20,-0.015847124,0.579343106,Limb-Muscle_skeletal muscle satellite cell,0.015847124
Aldh1a3,0.015842497,0.579453878,Limb-Muscle_skeletal muscle satellite cell,0.015842497
Atp6v0a1,-0.015836037,0.579608543,Limb-Muscle_skeletal muscle satellite cell,0.015836037
Slc22a4,0.015829136,0.579773791,Limb-Muscle_skeletal muscle satellite cell,0.015829136
Slc25a44,0.015816142,0.580084988,Limb-Muscle_skeletal muscle satellite cell,0.015816142
Zbtb8os,0.015798888,0.580498339,Limb-Muscle_skeletal muscle satellite cell,0.015798888
Zfyve26,-0.015769278,0.581208022,Limb-Muscle_skeletal muscle satellite cell,0.015769278
Zfp119a,-0.015764932,0.581312214,Limb-Muscle_skeletal muscle satellite cell,0.015764932
Gltpd1,-0.015762004,0.581382428,Limb-Muscle_skeletal muscle satellite cell,0.015762004
Psmb10,-0.015756527,0.581513768,Limb-Muscle_skeletal muscle satellite cell,0.015756527
Tmem120b,-0.015755556,0.581537052,Limb-Muscle_skeletal muscle satellite cell,0.015755556
Tssc1,0.015748027,0.581717612,Limb-Muscle_skeletal muscle satellite cell,0.015748027
Tspan7,0.015746993,0.581742399,Limb-Muscle_skeletal muscle satellite cell,0.015746993
Cldn5,0.015741507,0.581873985,Limb-Muscle_skeletal muscle satellite cell,0.015741507
Rpa1,0.015738934,0.581935717,Limb-Muscle_skeletal muscle satellite cell,0.015738934
Hebp2,0.015732935,0.582079629,Limb-Muscle_skeletal muscle satellite cell,0.015732935
E2f5,0.01573171,0.58210901,Limb-Muscle_skeletal muscle satellite cell,0.01573171
Gpt,-0.015729172,0.582169909,Limb-Muscle_skeletal muscle satellite cell,0.015729172
Gm11837,-0.015723062,0.582316525,Limb-Muscle_skeletal muscle satellite cell,0.015723062
Tmem30b,0.015718594,0.582423732,Limb-Muscle_skeletal muscle satellite cell,0.015718594
Spryd3,-0.015702594,0.58280776,Limb-Muscle_skeletal muscle satellite cell,0.015702594
Pex10,-0.015683218,0.583272973,Limb-Muscle_skeletal muscle satellite cell,0.015683218
Zfp747,-0.015674215,0.583489185,Limb-Muscle_skeletal muscle satellite cell,0.015674215
